Move,Type,Cat.,Pwr.,Acc.,PP,S. Contest,Appeal,Pokemon Name,level
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Kakuna,1
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Kakuna,7
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Beedrill,1
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Beedrill,10
Focus Energy,Normal,Status,—,—%,30,Cool,0,Beedrill,13
Twineedle,Bug,Physical,25,100%,20,Cool,2 ♥♥,Beedrill,16
Rage,Normal,Physical,20,100%,20,Cool,0,Beedrill,19
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Beedrill,22
Toxic Spikes,Poison,Status,—,—%,20,Smart,2 ♥♥,Beedrill,25
Pin Missile,Bug,Physical,14,85%,20,Cool,2 ♥♥,Beedrill,28
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Beedrill,31
Assurance,Dark,Physical,50,100%,10,Beauty,2 ♥♥,Beedrill,34
Poison Jab,Poison,Physical,80,100%,20,Smart,2 ♥♥,Beedrill,37
Endeavor,Normal,Physical,—,100%,5,Tough,2 ♥♥,Beedrill,40
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Ledyba,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Ledyba,6
Comet Punch,Normal,Physical,18,85%,15,Tough,2 ♥♥,Ledyba,9
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Ledyba,14
Reflect,Psychic,Status,—,—%,20,Smart,2 ♥♥,Ledyba,14
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Ledyba,14
Mach Punch,Fighting,Physical,40,100%,30,Cool,2 ♥♥,Ledyba,17
Baton Pass,Normal,Status,—,—%,40,Cute,0,Ledyba,22
Silver Wind,Bug,Special,60,100%,5,Beauty,2 ♥♥,Ledyba,25
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Ledyba,30
Swift,Normal,Special,60,—%,20,Cool,2 ♥♥,Ledyba,33
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Ledyba,38
Bug Buzz,Bug,Special,90,100%,10,Cute,2 ♥♥,Ledyba,41
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Ledian,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Ledian,1
Comet Punch,Normal,Physical,18,85%,15,Tough,2 ♥♥,Ledian,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Ledian,6
Comet Punch,Normal,Physical,18,85%,15,Tough,2 ♥♥,Ledian,9
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Ledian,14
Reflect,Psychic,Status,—,—%,20,Smart,2 ♥♥,Ledian,14
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Ledian,14
Mach Punch,Fighting,Physical,40,100%,30,Cool,2 ♥♥,Ledian,17
Baton Pass,Normal,Status,—,—%,40,Cute,0,Ledian,24
Silver Wind,Bug,Special,60,100%,5,Beauty,2 ♥♥,Ledian,29
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Ledian,36
Swift,Normal,Special,60,—%,20,Cool,2 ♥♥,Ledian,41
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Ledian,48
Bug Buzz,Bug,Special,90,100%,10,Cute,2 ♥♥,Ledian,53
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Spinarak,1
String Shot,Bug,Status,—,95%,40,Smart,2 ♥♥,Spinarak,1
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Spinarak,5
Constrict,Normal,Physical,10,100%,35,Tough,0,Spinarak,8
Leech Life,Bug,Physical,20,100%,15,Smart,1 ♥,Spinarak,12
Night Shade,Ghost,Special,—,100%,15,Smart,3 ♥♥♥,Spinarak,15
Shadow Sneak,Ghost,Physical,40,100%,30,Smart,2 ♥♥,Spinarak,19
Fury Swipes,Normal,Physical,18,80%,15,Tough,2 ♥♥,Spinarak,22
Sucker Punch,Dark,Physical,80,100%,5,Smart,2 ♥♥,Spinarak,26
Spider Web,Bug,Status,—,—%,10,Smart,2 ♥♥,Spinarak,29
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Spinarak,33
Pin Missile,Bug,Physical,14,85%,20,Cool,2 ♥♥,Spinarak,36
Psychic,Psychic,Special,90,100%,10,Smart,2 ♥♥,Spinarak,40
Poison Jab,Poison,Physical,80,100%,20,Smart,2 ♥♥,Spinarak,43
Bug Bite,Bug,Physical,60,100%,20,Tough,0,Ariados,1
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Ariados,1
String Shot,Bug,Status,—,95%,40,Smart,2 ♥♥,Ariados,1
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Ariados,1
Constrict,Normal,Physical,10,100%,35,Tough,0,Ariados,1
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Ariados,5
Constrict,Normal,Physical,10,100%,35,Tough,0,Ariados,8
Leech Life,Bug,Physical,20,100%,15,Smart,1 ♥,Ariados,12
Night Shade,Ghost,Special,—,100%,15,Smart,3 ♥♥♥,Ariados,15
Shadow Sneak,Ghost,Physical,40,100%,30,Smart,2 ♥♥,Ariados,19
Fury Swipes,Normal,Physical,18,80%,15,Tough,2 ♥♥,Ariados,23
Sucker Punch,Dark,Physical,80,100%,5,Smart,2 ♥♥,Ariados,28
Spider Web,Bug,Status,—,—%,10,Smart,2 ♥♥,Ariados,32
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Ariados,37
Pin Missile,Bug,Physical,14,85%,20,Cool,2 ♥♥,Ariados,41
Psychic,Psychic,Special,90,100%,10,Smart,2 ♥♥,Ariados,46
Poison Jab,Poison,Physical,80,100%,20,Smart,2 ♥♥,Ariados,50
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Geodude,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Geodude,1
Mud Sport,Ground,Status,—,—%,15,Cute,2 ♥♥,Geodude,4
Rock Polish,Rock,Status,—,—%,20,Tough,2 ♥♥,Geodude,8
Rock Throw,Rock,Physical,50,90%,15,Tough,3 ♥♥♥,Geodude,11
Magnitude,Ground,Physical,—,100%,30,Tough,2 ♥♥,Geodude,15
Selfdestruct,Normal,Physical,200,100%,5,Beauty,0,Geodude,18
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Geodude,22
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Geodude,25
Earthquake,Ground,Physical,100,100%,10,Tough,2 ♥♥,Geodude,29
Explosion,Normal,Physical,250,100%,5,Beauty,0,Geodude,32
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Geodude,36
Stone Edge,Rock,Physical,100,80%,5,Tough,2 ♥♥,Geodude,39
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Graveler,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Graveler,1
Mud Sport,Ground,Status,—,—%,15,Cute,2 ♥♥,Graveler,1
Rock Polish,Rock,Status,—,—%,20,Tough,2 ♥♥,Graveler,1
Mud Sport,Ground,Status,—,—%,15,Cute,2 ♥♥,Graveler,4
Rock Polish,Rock,Status,—,—%,20,Tough,2 ♥♥,Graveler,8
Rock Throw,Rock,Physical,50,90%,15,Tough,3 ♥♥♥,Graveler,11
Magnitude,Ground,Physical,—,100%,30,Tough,2 ♥♥,Graveler,15
Selfdestruct,Normal,Physical,200,100%,5,Beauty,0,Graveler,18
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Graveler,22
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Graveler,27
Earthquake,Ground,Physical,100,100%,10,Tough,2 ♥♥,Graveler,33
Explosion,Normal,Physical,250,100%,5,Beauty,0,Graveler,38
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Graveler,44
Stone Edge,Rock,Physical,100,80%,5,Tough,2 ♥♥,Graveler,49
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Golem,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Golem,1
Mud Sport,Ground,Status,—,—%,15,Cute,2 ♥♥,Golem,1
Rock Polish,Rock,Status,—,—%,20,Tough,2 ♥♥,Golem,1
Mud Sport,Ground,Status,—,—%,15,Cute,2 ♥♥,Golem,4
Rock Polish,Rock,Status,—,—%,20,Tough,2 ♥♥,Golem,8
Rock Throw,Rock,Physical,50,90%,15,Tough,3 ♥♥♥,Golem,11
Magnitude,Ground,Physical,—,100%,30,Tough,2 ♥♥,Golem,15
Selfdestruct,Normal,Physical,200,100%,5,Beauty,0,Golem,18
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Golem,22
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Golem,27
Earthquake,Ground,Physical,100,100%,10,Tough,2 ♥♥,Golem,33
Explosion,Normal,Physical,250,100%,5,Beauty,0,Golem,38
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Golem,44
Stone Edge,Rock,Physical,100,80%,5,Tough,2 ♥♥,Golem,49
Leech Life,Bug,Physical,20,100%,15,Smart,1 ♥,Zubat,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Zubat,5
Astonish,Ghost,Physical,30,100%,15,Smart,3 ♥♥♥,Zubat,9
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Zubat,13
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Zubat,17
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Zubat,21
Air Cutter,Flying,Special,55,95%,25,Cool,3 ♥♥♥,Zubat,25
Mean Look,Normal,Status,—,—%,5,Beauty,2 ♥♥,Zubat,29
Poison Fang,Poison,Physical,50,100%,15,Smart,2 ♥♥,Zubat,33
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Zubat,37
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Zubat,41
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Golbat,1
Leech Life,Bug,Physical,20,100%,15,Smart,1 ♥,Golbat,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Golbat,1
Astonish,Ghost,Physical,30,100%,15,Smart,3 ♥♥♥,Golbat,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Golbat,5
Astonish,Ghost,Physical,30,100%,15,Smart,3 ♥♥♥,Golbat,9
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Golbat,13
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Golbat,17
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Golbat,21
Air Cutter,Flying,Special,55,95%,25,Cool,3 ♥♥♥,Golbat,27
Mean Look,Normal,Status,—,—%,5,Beauty,2 ♥♥,Golbat,33
Poison Fang,Poison,Physical,50,100%,15,Smart,2 ♥♥,Golbat,39
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Golbat,45
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Golbat,51
Cross Poison,Poison,Physical,70,100%,20,Cool,3 ♥♥♥,Crobat,1
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Crobat,1
Leech Life,Bug,Physical,20,100%,15,Smart,1 ♥,Crobat,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Crobat,1
Astonish,Ghost,Physical,30,100%,15,Smart,3 ♥♥♥,Crobat,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Crobat,5
Astonish,Ghost,Physical,30,100%,15,Smart,3 ♥♥♥,Crobat,9
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Crobat,13
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Crobat,17
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Crobat,21
Air Cutter,Flying,Special,55,95%,25,Cool,3 ♥♥♥,Crobat,27
Mean Look,Normal,Status,—,—%,5,Beauty,2 ♥♥,Crobat,33
Poison Fang,Poison,Physical,50,100%,15,Smart,2 ♥♥,Crobat,39
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Crobat,45
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Crobat,51
Pound,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Cleffa,1
Charm,Normal,Status,—,100%,20,Cute,2 ♥♥,Cleffa,1
Encore,Normal,Status,—,100%,5,Cute,1 ♥,Cleffa,4
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Cleffa,7
Sweet Kiss,Normal,Status,—,75%,10,Cute,2 ♥♥,Cleffa,10
Copycat,Normal,Status,—,—%,20,Cool,0,Cleffa,13
Magical Leaf,Grass,Special,60,—%,20,Beauty,2 ♥♥,Cleffa,16
Pound,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Clefairy,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Clefairy,1
Encore,Normal,Status,—,100%,5,Cute,1 ♥,Clefairy,4
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Clefairy,7
DoubleSlap,Normal,Physical,15,85%,10,Tough,2 ♥♥,Clefairy,10
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Clefairy,13
Follow Me,Normal,Status,—,—%,20,Cute,2 ♥♥,Clefairy,16
Minimize,Normal,Status,—,—%,20,Cute,2 ♥♥,Clefairy,19
Wake-Up Slap,Fighting,Physical,60,100%,10,Smart,0,Clefairy,22
Cosmic Power,Psychic,Status,—,—%,20,Cool,0,Clefairy,25
Lucky Chant,Normal,Status,—,—%,30,Cute,2 ♥♥,Clefairy,28
Metronome,Normal,Status,—,—%,10,Cute,2 ♥♥,Clefairy,31
Gravity,Psychic,Status,—,—%,5,Beauty,2 ♥♥,Clefairy,34
Moonlight,Normal,Status,—,—%,5,Beauty,0,Clefairy,37
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Clefairy,40
Meteor Mash,Steel,Physical,100,85%,10,Cool,2 ♥♥,Clefairy,43
Healing Wish,Psychic,Status,—,—%,10,Cute,0,Clefairy,46
Minimize,Normal,Status,—,—%,20,Cute,2 ♥♥,Clefable,1
DoubleSlap,Normal,Physical,15,85%,10,Tough,2 ♥♥,Clefable,1
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Clefable,1
Metronome,Normal,Status,—,—%,10,Cute,2 ♥♥,Clefable,1
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Igglybuff,1
Charm,Normal,Status,—,100%,20,Cute,2 ♥♥,Igglybuff,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Igglybuff,5
Pound,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Igglybuff,9
Sweet Kiss,Normal,Status,—,75%,10,Cute,2 ♥♥,Igglybuff,13
Copycat,Normal,Status,—,—%,20,Cool,0,Igglybuff,17
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Jigglypuff,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Jigglypuff,5
Pound,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Jigglypuff,9
Disable,Normal,Status,—,80%,20,Smart,2 ♥♥,Jigglypuff,13
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Jigglypuff,17
DoubleSlap,Normal,Physical,15,85%,10,Tough,2 ♥♥,Jigglypuff,21
Rest,Psychic,Status,—,—%,10,Cute,0,Jigglypuff,25
Body Slam,Normal,Physical,85,100%,15,Tough,3 ♥♥♥,Jigglypuff,29
Gyro Ball,Steel,Physical,—,100%,5,Beauty,2 ♥♥,Jigglypuff,33
Wake-Up Slap,Fighting,Physical,60,100%,10,Smart,0,Jigglypuff,37
Mimic,Normal,Status,—,—%,10,Cute,0,Jigglypuff,41
Hyper Voice,Normal,Special,90,100%,10,Cool,3 ♥♥♥,Jigglypuff,45
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Jigglypuff,49
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Wigglytuff,1
Disable,Normal,Status,—,80%,20,Smart,2 ♥♥,Wigglytuff,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Wigglytuff,1
DoubleSlap,Normal,Physical,15,85%,10,Tough,2 ♥♥,Wigglytuff,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Togepi,1
Charm,Normal,Status,—,100%,20,Cute,2 ♥♥,Togepi,1
Metronome,Normal,Status,—,—%,10,Cute,2 ♥♥,Togepi,6
Sweet Kiss,Normal,Status,—,75%,10,Cute,2 ♥♥,Togepi,10
Yawn,Normal,Status,—,—%,10,Cute,2 ♥♥,Togepi,15
Encore,Normal,Status,—,100%,5,Cute,1 ♥,Togepi,19
Follow Me,Normal,Status,—,—%,20,Cute,2 ♥♥,Togepi,24
Wish,Normal,Status,—,—%,10,Cute,0,Togepi,28
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Togepi,33
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Togepi,37
Baton Pass,Normal,Status,—,—%,40,Cute,0,Togepi,42
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Togepi,46
Last Resort,Normal,Physical,130,100%,5,Cute,0,Togepi,51
Magical Leaf,Grass,Special,60,—%,20,Beauty,2 ♥♥,Togetic,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Togetic,1
Charm,Normal,Status,—,100%,20,Cute,2 ♥♥,Togetic,1
Metronome,Normal,Status,—,—%,10,Cute,2 ♥♥,Togetic,1
Sweet Kiss,Normal,Status,—,75%,10,Cute,2 ♥♥,Togetic,1
Metronome,Normal,Status,—,—%,10,Cute,2 ♥♥,Togetic,6
Sweet Kiss,Normal,Status,—,75%,10,Cute,2 ♥♥,Togetic,10
Yawn,Normal,Status,—,—%,10,Cute,2 ♥♥,Togetic,15
Encore,Normal,Status,—,100%,5,Cute,1 ♥,Togetic,19
Follow Me,Normal,Status,—,—%,20,Cute,2 ♥♥,Togetic,24
Wish,Normal,Status,—,—%,10,Cute,0,Togetic,28
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Togetic,33
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Togetic,37
Baton Pass,Normal,Status,—,—%,40,Cute,0,Togetic,42
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Togetic,46
Last Resort,Normal,Physical,130,100%,5,Cute,0,Togetic,51
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Sandshrew,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Sandshrew,3
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Sandshrew,7
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Sandshrew,9
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Sandshrew,13
Swift,Normal,Special,60,—%,20,Cool,2 ♥♥,Sandshrew,15
Fury Swipes,Normal,Physical,18,80%,15,Tough,2 ♥♥,Sandshrew,19
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Sandshrew,21
Fury Cutter,Bug,Physical,10,95%,20,Cool,2 ♥♥,Sandshrew,25
Sand Tomb,Ground,Physical,15,70%,15,Smart,0,Sandshrew,27
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Sandshrew,31
Gyro Ball,Steel,Physical,—,100%,5,Beauty,2 ♥♥,Sandshrew,33
Sandstorm,Rock,Status,—,—%,10,Tough,2 ♥♥,Sandshrew,37
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Sandslash,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Sandslash,1
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Sandslash,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Sandslash,3
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Sandslash,7
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Sandslash,9
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Sandslash,13
Swift,Normal,Special,60,—%,20,Cool,2 ♥♥,Sandslash,15
Fury Swipes,Normal,Physical,18,80%,15,Tough,2 ♥♥,Sandslash,19
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Sandslash,21
Crush Claw,Normal,Physical,75,95%,10,Cool,3 ♥♥♥,Sandslash,22
Fury Cutter,Bug,Physical,10,95%,20,Cool,2 ♥♥,Sandslash,28
Sand Tomb,Ground,Physical,15,70%,15,Smart,0,Sandslash,33
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Sandslash,40
Gyro Ball,Steel,Physical,—,100%,5,Beauty,2 ♥♥,Sandslash,45
Sandstorm,Rock,Status,—,—%,10,Tough,2 ♥♥,Sandslash,52
Wrap,Normal,Physical,15,85%,20,Tough,0,Ekans,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Ekans,1
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Ekans,4
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Ekans,9
Glare,Normal,Status,—,75%,30,Tough,2 ♥♥,Ekans,12
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Ekans,17
Acid,Poison,Special,40,100%,30,Smart,3 ♥♥♥,Ekans,20
Stockpile,Normal,Status,—,—%,20,Tough,0,Ekans,25
Swallow,Normal,Status,—,—%,10,Tough,0,Ekans,25
Spit Up,Normal,Special,—,100%,10,Tough,2 ♥♥,Ekans,25
Mud Bomb,Ground,Special,65,85%,10,Smart,2 ♥♥,Ekans,28
Gastro Acid,Poison,Status,—,100%,10,Beauty,2 ♥♥,Ekans,33
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Ekans,36
Gunk Shot,Poison,Physical,120,70%,5,Cool,3 ♥♥♥,Ekans,41
Ice Fang,Ice,Physical,65,95%,15,Cool,3 ♥♥♥,Arbok,1
Thunder Fang,Electric,Physical,65,95%,15,Smart,3 ♥♥♥,Arbok,1
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Arbok,1
Wrap,Normal,Physical,15,85%,20,Tough,0,Arbok,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Arbok,1
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Arbok,1
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Arbok,1
Poison Sting,Poison,Physical,15,100%,35,Smart,2 ♥♥,Arbok,4
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Arbok,9
Glare,Normal,Status,—,75%,30,Tough,2 ♥♥,Arbok,12
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Arbok,17
Acid,Poison,Special,40,100%,30,Smart,3 ♥♥♥,Arbok,20
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Arbok,22
Stockpile,Normal,Status,—,—%,20,Tough,0,Arbok,28
Swallow,Normal,Status,—,—%,10,Tough,0,Arbok,28
Spit Up,Normal,Special,—,100%,10,Tough,2 ♥♥,Arbok,28
Mud Bomb,Ground,Special,65,85%,10,Smart,2 ♥♥,Arbok,34
Gastro Acid,Poison,Status,—,100%,10,Beauty,2 ♥♥,Arbok,42
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Arbok,48
Gunk Shot,Poison,Physical,120,70%,5,Cool,3 ♥♥♥,Arbok,56
Rage,Normal,Physical,20,100%,20,Cool,0,Dunsparce,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Dunsparce,5
Yawn,Normal,Status,—,—%,10,Cute,2 ♥♥,Dunsparce,9
Glare,Normal,Status,—,75%,30,Tough,2 ♥♥,Dunsparce,13
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Dunsparce,17
Spite,Ghost,Status,—,100%,10,Tough,2 ♥♥,Dunsparce,21
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Dunsparce,25
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Dunsparce,29
Roost,Flying,Status,—,—%,10,Cool,0,Dunsparce,33
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Dunsparce,37
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Dunsparce,41
Dig,Ground,Physical,80,100%,10,Smart,1 ♥,Dunsparce,45
Endeavor,Normal,Physical,—,100%,5,Tough,2 ♥♥,Dunsparce,49
Flail,Normal,Physical,—,100%,15,Cute,2 ♥♥,Dunsparce,53
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Mareep,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Mareep,5
ThunderShock,Electric,Special,40,100%,30,Cool,3 ♥♥♥,Mareep,10
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Mareep,14
Cotton Spore,Grass,Status,—,85%,40,Beauty,2 ♥♥,Mareep,19
Charge,Electric,Status,—,—%,20,Smart,0,Mareep,23
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Mareep,28
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Mareep,32
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Mareep,37
Power Gem,Rock,Special,70,100%,20,Beauty,3 ♥♥♥,Mareep,41
Thunder,Electric,Special,120,70%,10,Cool,2 ♥♥,Mareep,46
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Flaaffy,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Flaaffy,1
ThunderShock,Electric,Special,40,100%,30,Cool,3 ♥♥♥,Flaaffy,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Flaaffy,5
ThunderShock,Electric,Special,40,100%,30,Cool,3 ♥♥♥,Flaaffy,10
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Flaaffy,14
Cotton Spore,Grass,Status,—,85%,40,Beauty,2 ♥♥,Flaaffy,20
Charge,Electric,Status,—,—%,20,Smart,0,Flaaffy,25
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Flaaffy,31
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Flaaffy,36
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Flaaffy,42
Power Gem,Rock,Special,70,100%,20,Beauty,3 ♥♥♥,Flaaffy,47
Thunder,Electric,Special,120,70%,10,Cool,2 ♥♥,Flaaffy,53
Fire Punch,Fire,Physical,75,100%,15,Beauty,2 ♥♥,Ampharos,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Ampharos,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Ampharos,1
ThunderShock,Electric,Special,40,100%,30,Cool,3 ♥♥♥,Ampharos,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Ampharos,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Ampharos,5
ThunderShock,Electric,Special,40,100%,30,Cool,3 ♥♥♥,Ampharos,10
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Ampharos,14
Cotton Spore,Grass,Status,—,85%,40,Beauty,2 ♥♥,Ampharos,20
Charge,Electric,Status,—,—%,20,Smart,0,Ampharos,25
ThunderPunch,Electric,Physical,75,100%,15,Cool,2 ♥♥,Ampharos,30
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Ampharos,34
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Ampharos,42
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Ampharos,51
